Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM
ACTR2,Actr2,one-to-one,,,Not detected,Approved,glandular cells,30.4427016793893
ACTR3,Actr3,one-to-one,,,Medium,Approved,glandular cells,13.431152480916
ACTR3-AS1,,human-specific,,,,,,0.132954641221374
ACTR3B,Actr3b,one-to-one,,,Medium,Uncertain,glandular cells,5.90797984732824
ACTR3BP2,,human-specific,,,,,,0
ACTR3BP5,,human-specific,,,,,,0
ACTR3C,,human-specific,,,,,,2.86277859541985
ACTR5,Actr5,one-to-one,,,Medium,Approved,glandular cells,5.40779648854962
ACTR6,Actr6,one-to-one,,,Medium,Uncertain,glandular cells,5.93840896946565
ACTR8,Actr8,one-to-one,,,,,,3.92810196946565
ACTRT1,Actrt1,one-to-one,,,Not detected,Supported,glandular cells,0.00534923664122137
ACTRT2,Actrt2,one-to-one,,,Not detected,Enhanced,glandular cells,0.0316084923664122
ACTRT3,Actrt3,one-to-one,,,Not detected,Approved,glandular cells,2.24613189312977
ACVR1,Acvr1,one-to-one,,,Not detected,Approved,glandular cells,5.86343385496183
ACVR1B,Acvr1b,one-to-one,,,Not detected,Approved,glandular cells,18.6169655725191
ACVR1C,Acvr1c,one-to-one,Intracellular and membrane,Receptor,Medium,Uncertain,glandular cells,0.716840973282443
ACVR2A,Acvr2a,one-to-one,,,Medium,Approved,glandular cells,2.99062482824428
ACVR2B,Acvr2b,one-to-one,,,Not detected,Approved,glandular cells,1.91216696183206
ACVR2B-AS1,,human-specific,,,,,,0.685591324427481
ACVRL1,Acvrl1,one-to-one,Intracellular and membrane,Receptor,Not detected,Approved,glandular cells,2.06986871755725
ACY1,Acy1,one-to-one,,,Not detected,Enhanced,glandular cells,136.3823
ACY3,Acy3,one-to-one,,,Not detected,Enhanced,glandular cells,22.9195411068702
ACYP1,Acyp1,one-to-one,,,Low,Approved,glandular cells,2.47783532061069
ACYP2,Acyp2,one-to-one,,,Medium,Uncertain,glandular cells,3.24028107633588
ADA,Ada,one-to-one,,,Not detected,Enhanced,glandular cells,2.50329764503817
ADA2,,human-specific,,,,,,1.86837933587786
ADAD1,Adad1,one-to-one,,,,,,0.0166455458015267
ADAD2,Adad2,one-to-one,,,Not detected,Enhanced,glandular cells,0.105988183206107
ADAM10,Adam10,one-to-one,Intracellular and membrane,Enzyme,Not detected,Approved,glandular cells,4.64223064503817
ADAM11,Adam11,one-to-one,,,Not detected,Enhanced,glandular cells,0.220467465648855
ADAM12,Adam12,one-to-one,Secreted in female reproductive system,Cell adhesion,Not detected,Enhanced,glandular cells,0.116351854961832
ADAM15,Adam15,one-to-one,,,Not detected,Uncertain,glandular cells,14.489360648855
ADAM17,Adam17,one-to-one,,,Low,Approved,glandular cells,2.01593573282443
ADAM18,Adam18,one-to-one,Intracellular and membrane,Developmental protein,,,,0.00221899618320611
ADAM19,Adam19,one-to-one,,,,,,5.35375552671756
ADAM2,Adam2,one-to-one,,,Not detected,Enhanced,glandular cells,0.00848869847328244
ADAM20,Adam20 | Adam25 | Adam39,one-to-many (human-to-mouse),,,Not detected,Enhanced,glandular cells,0.105260713740458
ADAM20P1,,human-specific,,,,,,0.664842645038168
ADAM21,Adam21,one-to-one,,,Not detected,Uncertain,glandular cells,0.0686687480916031
ADAM21P1,,human-specific,,,,,,0.00974913740458015
ADAM22,Adam22,one-to-one,,,,,,0.0978983053435114
ADAM23,Adam23,one-to-one,Secreted in brain,Cell adhesion,Low,Approved,glandular cells,0.142134045801527
ADAM28,Adam28,one-to-one,Secreted to blood,Enzyme,Not detected,Enhanced,glandular cells,0.319827916030534
ADAM29,Adam29,one-to-one,Intracellular and membrane,No annotated function,,,,0.0055750572519084
ADAM30,Adam30,one-to-one,,,Not detected,Uncertain,glandular cells,0.00932231679389313
ADAM32,Adam32,one-to-one,,,Not detected,Enhanced,glandular cells,0.0532259961832061
ADAM33,Adam33,one-to-one,,,Low,Approved,glandular cells,2.05015300763359
ADAM3A,Adam3,one-to-one,,,,,,0.00431486641221374
ADAM3B,,human-specific,,,,,,0.00316621374045802
ADAM5,Adam5,one-to-one,,,,,,0.00400925190839695
ADAM6,Adam6a,one-to-one,,,,,,0.00587676335877863
ADAM7,Adam7,one-to-one,Intracellular and membrane,No annotated function,Not detected,Enhanced,glandular cells,0.000695213740458015
ADAM8,Adam8,one-to-one,Intracellular and membrane,Enzyme,Low,Approved,glandular cells,6.54857721374046
ADAM9,Adam9,one-to-one,Secreted - unknown location,Enzyme,,,,2.63325450381679
ADAMDEC1,Adamdec1,one-to-one,Secreted in other tissues,Enzyme,,,,0.0948219770992366
ADAMTS1,Adamts1,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Approved,glandular cells,22.9256833587786
ADAMTS10,Adamts10,one-to-one,Secreted to extracellular matrix,Enzyme,Medium,Uncertain,glandular cells,6.05085463358779
ADAMTS12,Adamts12,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.735958675572519
ADAMTS13,Adamts13,one-to-one,Secreted to blood,Blood coagulation,Not detected,Approved,glandular cells,18.4822021755725
ADAMTS14,Adamts14,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.268564488549618
ADAMTS15,Adamts15,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Uncertain,glandular cells,0.419547580152672
ADAMTS16,Adamts16,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.0502169923664122
ADAMTS16-DT,,human-specific,,,,,,0.0369834351145038
ADAMTS17,Adamts17,one-to-one,Secreted to extracellular matrix,Enzyme,,,,4.75344457633588
ADAMTS18,Adamts18,one-to-one,Secreted to extracellular matrix,Enzyme,Low,Uncertain,glandular cells,0.00693702671755725
ADAMTS19,Adamts19,one-to-one,Secreted to extracellular matrix,,,,,0.00403853053435115
ADAMTS19-AS1,,human-specific,,,,,,0.0024299465648855
ADAMTS2,Adamts2,one-to-one,Secreted to extracellular matrix,Enzyme,Medium,Uncertain,glandular cells,8.3089038129771
ADAMTS20,Adamts20,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.000856366412213741
ADAMTS3,Adamts3,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.242940122137405
ADAMTS4,Adamts4,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Uncertain,glandular cells,3.83899377480916
ADAMTS5,Adamts5,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Approved,glandular cells,0.647408645038168
ADAMTS6,Adamts6,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Enhanced,glandular cells,0.165547645038168
ADAMTS7,Adamts7,one-to-one,Secreted to extracellular matrix,Enzyme,,,,0.951401133587786
ADAMTS7P1,,human-specific,,,,,,0.014368179389313
ADAMTS8,Adamts8,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Approved,glandular cells,0.199857385496183
ADAMTS9,Adamts9,one-to-one,Secreted to extracellular matrix,Transport,Low,Approved,glandular cells,2.44848815648855
ADAMTS9-AS1,,human-specific,,,,,,0.260077553435115
ADAMTS9-AS2,,human-specific,,,,,,0.141404515267176
ADAMTSL1,Adamtsl1,one-to-one,Secreted in other tissues,Enzyme,Not detected,Uncertain,glandular cells,0.365898125954198
ADAMTSL2,Adamtsl2,one-to-one,Secreted in other tissues,No annotated function,Not detected,Approved,glandular cells,23.9781825954199
ADAMTSL3,Adamtsl3,one-to-one,Secreted in other tissues,No annotated function,,,,3.59521665648855
ADAMTSL4,Adamtsl4,one-to-one,Secreted to extracellular matrix,Other,Medium,Approved,glandular cells,13.2439830152672
ADAMTSL4-AS1,,human-specific,,,,,,0.40118906870229
ADAMTSL4-AS2,,human-specific,,,,,,0.919357992366412
ADAMTSL5,Adamtsl5,one-to-one,Secreted to extracellular matrix,,,,,2.57433850763359
