Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM
TP73,Trp73,one-to-one,,,Not detected,Enhanced,glandular cells,0.17456008778626
TP73-AS3,,human-specific,,,,,,0.0874731641221374
TP73-AS2,,human-specific,,,,,,0.0025070534351145
CCDC27,Ccdc27,one-to-one,,,,,,0.00772329389312977
SMIM1,Smim1,one-to-one,,,Medium,Enhanced,glandular cells,4.2486393129771
LRRC47,Lrrc47,one-to-one,,,Medium,Enhanced,glandular cells,18.9465916793893
CEP104,Cep104,one-to-one,,,Medium,Approved,glandular cells,5.20369885114504
DFFB,Dffb,one-to-one,,,Low,Approved,glandular cells,3.70937873282443
C1orf174,A430005L14Rik,one-to-one,,,Not detected,Approved,glandular cells,9.3628706870229
LINC01134,,human-specific,,,,,,0.53286470610687
LINC01346,,human-specific,,,,,,0.00447322519083969
LINC01345,,human-specific,,,,,,0.00308584732824427
LINC02780,,human-specific,,,,,,0.00210317557251908
LINC01777,,human-specific,,,,,,0.00129429770992366
LINC01646,,human-specific,,,,,,0.000389278625954199
AJAP1,Ajap1,one-to-one,,,,,,0.134225007633588
LINC02781,,human-specific,,,,,,0.000666335877862595
LINC02782,,human-specific,,,,,,0.000389450381679389
MIR4689,,human-specific,,,,,,0
NPHP4,Nphp4,one-to-one,,,Not detected,Approved,glandular cells,1.84100944656489
KCNAB2,Kcnab2,one-to-one,,,Low,Enhanced,glandular cells,2.60042836259542
CHD5,Chd5,one-to-one,,,,,,0.0574088816793893
RPL22,Rpl22,one-to-one,,,,,,61.2119709923664
RNF207-AS1,,human-specific,,,,,,1.1291563129771
RNF207,Rnf207,one-to-one,,,,,,9.19971923664122
ICMT,Icmt,one-to-one,,,Low,Uncertain,glandular cells,11.0351902671756
HES3,Hes3,one-to-one,,,,,,0.00224803816793893
GPR153,Gpr153,one-to-one,,,Not detected,Approved,glandular cells,5.55201408015267
ACOT7,Acot7,one-to-one,,,Not detected,Enhanced,glandular cells,8.25896034351145
HES2,Hes2,one-to-one,,,,,,0.0594029885496183
ESPN,Espn,one-to-one,,,Not detected,Enhanced,glandular cells,20.1133089312977
MIR4252,,human-specific,,,,,,0.00267087786259542
TNFRSF25,Tnfrsf25,one-to-one,Secreted - unknown location,Receptor,,,,3.33647077862595
PLEKHG5,Plekhg5,one-to-one,,,Medium,Uncertain,glandular cells,1.31257132061069
NOL9,Nol9,one-to-one,,,,,,4.2936472519084
TAS1R1,Tas1r1,one-to-one,,,Medium,Approved,glandular cells,0.0622165763358779
ZBTB48,Zbtb48,one-to-one,,,,,,23.7282252290076
KLHL21,Klhl21,one-to-one,,,Not detected,Uncertain,glandular cells,12.3115279770992
PHF13,Phf13,one-to-one,,,Not detected,Uncertain,glandular cells,6.58409797709924
THAP3,Thap3,one-to-one,,,High,Approved,glandular cells,6.66412832061069
DNAJC11,Dnajc11,one-to-one,,,,,,9.15425595419847
LINC01672,,human-specific,,,,,,0.00232552290076336
CAMTA1-DT,,human-specific,,,,,,0.148868374045802
CAMTA1,Camta1,one-to-one,,,Low,Approved,glandular cells,3.03626658396947
CAMTA1-IT1,,human-specific,,,,,,0.0410365114503817
CAMTA1-AS2,,human-specific,,,,,,0.00201125954198473
CAMTA1-AS1,,human-specific,,,,,,0.00922357633587786
VAMP3,Vamp3,one-to-one,,,,,,21.6261216793893
PER3,Per3,one-to-one,,,High,Approved,glandular cells,11.0736695419847
UTS2,Uts2,one-to-one,Secreted to blood,Hormone,,,,0.0809927290076336
TNFRSF9,Tnfrsf9,one-to-one,,,,,,0.0663727900763359
PARK7,Park7,one-to-one,,,Medium,Supported,glandular cells,110.55561870229
ERRFI1,Errfi1,one-to-one,,,,,,258.970997709924
LINC01714,,human-specific,,,,,,0.821157076335878
SLC45A1,Slc45a1,one-to-one,,,Not detected,Enhanced,glandular cells,0.337280385496183
RERE,Rere,one-to-one,,,Low,Uncertain,glandular cells,9.7554263740458
RERE-AS1,,human-specific,,,,,,0.459539221374046
ENO1,Eno1 | Eno1b,one-to-many (human-to-mouse),,,Medium,Supported,glandular cells,268.636290076336
MIR6728,,human-specific,,,,,,0.160077374045802
ENO1-AS1,,human-specific,,,,,,0.278950835877863
CA6,Car6,one-to-one,Secreted to digestive system,Enzyme,High,Enhanced,glandular cells,0.00737290839694657
SLC2A7,Slc2a7,one-to-one,,,,,,0.00353664503816794
SLC2A5,Slc2a5,one-to-one,,,Not detected,Enhanced,glandular cells,0.273761305343511
GPR157,Gpr157,one-to-one,,,,,,6.74170164122137
MIR34AHG,,human-specific,,,,,,1.56193046183206
LNCTAM34A,,human-specific,,,,,,0.420839935114504
H6PD,H6pd,one-to-one,Intracellular and membrane,Enzyme,High,Approved,glandular cells,75.4474751908397
SPSB1,Spsb1,one-to-one,,,,,,29.7368590076336
LINC02606,,human-specific,,,,,,0.909353740458015
SLC25A33,Slc25a33,one-to-one,,,Medium,Approved,glandular cells,8.61585290076336
TMEM201,Tmem201,one-to-one,,,Not detected,Approved,glandular cells,1.50649029007634
PIK3CD,Pik3cd,one-to-one,,,Not detected,Enhanced,glandular cells,2.65990234351145
PIK3CD-AS1,,human-specific,,,,,,0.0215435534351145
PIK3CD-AS2,,human-specific,,,,,,0.234752557251908
CLSTN1,Clstn1,one-to-one,,,Low,Enhanced,glandular cells,6.84661461832061
CTNNBIP1,Ctnnbip1,one-to-one,,,Not detected,Enhanced,glandular cells,7.17762553435115
LZIC,Lzic,one-to-one,,,Not detected,Approved,glandular cells,6.63601969465649
NMNAT1,Nmnat1,one-to-one,,,Low,Approved,glandular cells,3.44961713358779
TMEM274P,Tmem274,one-to-one,,,,,,0.0120356679389313
MIR5697,,human-specific,,,,,,0.00168472900763359
RBP7,Rbp7,one-to-one,,,Medium,Enhanced,glandular cells,3.30407236641221
UBE4B,Ube4b,one-to-one,,,Medium,Approved,glandular cells,7.91436389312977
KIF1B,Kif1b,one-to-one,,,Medium,Approved,glandular cells,5.26968236641221
PGD,Pgd,one-to-one,,,Low,Enhanced,glandular cells,46.5961735114504
CENPS,Cenps,one-to-many (mouse-to-human),,,,,,5.5891866870229
CORT,Cort,one-to-one,Secreted in brain,Hormone,,,,1.22755452671756
DFFA,Dffa,one-to-one,,,Medium,Supported,glandular cells,6.56167671755725
PEX14,Pex14,one-to-one,,,Medium,Supported,glandular cells,20.629303740458
CASZ1,Casz1,one-to-one,,,Not detected,Approved,glandular cells,1.41332491221374
C1orf127,,human-specific,,,,,,0.0742161564885496
TARDBP,Tardbp,one-to-one,,,High,Supported,glandular cells,35.5318247709924
MASP2,Masp2,one-to-one,Secreted to blood,Complement pathway,Not detected,Uncertain,glandular cells,121.604793129771
SRM,Srm,one-to-one,,,High,Approved,glandular cells,42.155193129771
EXOSC10,Exosc10,one-to-one,,,Low,Supported,glandular cells,13.3981418320611
EXOSC10-AS1,,human-specific,,,,,,0.269701606870229
MTOR,Mtor,one-to-one,,,Medium,Supported,glandular cells,8.29418171755725
MTOR-AS1,,human-specific,,,,,,0.0139653244274809
ANGPTL7,Angptl7,one-to-one,Secreted in other tissues,No annotated function,,,,0.0925267671755725
UBIAD1,Ubiad1,one-to-one,,,,,,5.39275076335878
DISP3,Disp3,one-to-one,,,,,,0.0162215
LINC01647,,human-specific,,,,,,0.0282498625954199
FBXO2,Fbxo2,one-to-one,,,Not detected,Enhanced,glandular cells,12.0788857633588
FBXO44,Fbxo44,one-to-one,,,High,Approved,glandular cells,15.6003974427481
FBXO6,Fbxo6,one-to-one,,,Medium,Approved,glandular cells,13.820903778626
MAD2L2,Mad2l2,one-to-one,,,Medium,Approved,glandular cells,16.089983740458
DRAXIN,Draxin,one-to-one,Secreted in brain,Developmental protein,,,,0.0251489045801527
AGTRAP,Agtrap,one-to-one,,,Medium,Enhanced,glandular cells,10.2982217175573
C1orf167,,human-specific,,,,,,0.022901820610687
C1orf167-AS1,,human-specific,,,,,,0.00489182061068702
MTHFR,Mthfr,one-to-one,,,Not detected,Enhanced,glandular cells,6.19304324427481
CLCN6,Clcn6,one-to-one,,,High,Approved,glandular cells,8.66299038167939
NPPA,Nppa,one-to-one,Secreted to blood,Hormone,Not detected,Enhanced,glandular cells,2.1319965648855
NPPB,Nppb,one-to-one,Secreted to blood,Hormone,,,,0.331440244274809
KIAA2013,2510039O18Rik,one-to-one,,,Not detected,Uncertain,glandular cells,35.0549482061069
PLOD1,Plod1,one-to-one,Intracellular and membrane,Enzyme,Not detected,Uncertain,glandular cells,55.0713064885496
MFN2,Mfn2,one-to-one,,,Low,Uncertain,glandular cells,29.622969389313
MIIP,Miip,one-to-one,,,Low,Uncertain,glandular cells,11.9472733587786
MIR6729,,human-specific,,,,,,0.0113641946564886
TNFRSF8,Tnfrsf8,one-to-one,,,Not detected,Approved,glandular cells,0.0885447709923664
MIR7846,,human-specific,,,,,,0
TNFRSF1B,Tnfrsf1b,one-to-one,Secreted to blood,Receptor,Not detected,Approved,glandular cells,30.7885601526718
MIR4632,,human-specific,,,,,,0.00571430916030534
SNORA70,,human-specific,,,,,,0.880533312694374
VPS13D,Vps13d,one-to-one,,,Not detected,Uncertain,glandular cells,4.3950838129771
SNORA59A,,human-specific,,,,,,0.833943347328244
LINC02766,,human-specific,,,,,,2.70446317938931
DHRS3,Dhrs3,one-to-one,,,Medium,Supported,glandular cells,142.93406870229
MIR6730,,human-specific,,,,,,0.0147274503816794
AADACL4,Aadacl4 | Aadacl4fm1 | Aadacl4fm2 | AAdacl4fm3 | Aadacl4fm4 | Aadacl4fm5,one-to-many (human-to-mouse),,,,,,0.00607569465648855
AADACL3,Aadacl3,one-to-one,,,,,,0.00315837786259542
PRAMEF12,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,Medium,Uncertain,glandular cells,0.00134612977099237
PRAMEF1,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.00324581297709924
LINC01784,,human-specific,,,,,,0.00141374809160305
PRAMEF11,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.0121390152671756
HNRNPCL1,,human-specific,,,,,,0.0653499083969466
PRAMEF2,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.0666801183206107
PRAMEF4,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.0326312290076336
PRAMEF10,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.80138915648855
PRAMEF7,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,Not detected,Uncertain,glandular cells,0.0351785114503817
PRAMEF6,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.00127129389312977
PRAMEF27,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.00058581679389313
HNRNPCL3,,human-specific,,,,,,0.00888964503816794
PRAMEF25,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,5.30610687022901e-05
PRAMEF34P,,human-specific,,,,,,0.000312553435114504
HNRNPCL2,,human-specific,,,,,,0.0123793702290076
PRAMEF36P,,human-specific,,,,,,0.000242774809160305
PRAMEF26,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.000218164122137405
HNRNPCL4,,human-specific,,,,,,0.00438093511450382
PRAMEF9,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.00287401526717557
PRAMEF13,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,9.64961832061069e-05
PRAMEF18,Pramel11 | Pramel12 | Pramel13 | Pramel15 | Pramel16 | Pramel17 | Pramel18 | Pramel19 | Pramel20 | Pramel21 | Pramel23 | Pramel24 | Pramel28 | Pramel30 | Pramel31 | Pramel32 | Pramel33 | Pramel34 | Pramel35 | Pramel36 | Pramel37 | Pramel38 | Pramel39-ps | Pramel40 | Pramel41 | Pramel42 | Pramel43 | Pramel44 | Pramel45 | Pramel46 | Pramel47 | Pramel48 | Pramel49 | Pramel5 | Pramel50 | Pramel53 | Pramel54 | Pramel55 | Pramel56 | Pramel57 | Pramel58 | Pramel59 | Pramel60 | Pramel61,many-to-many,,,,,,0.00170456106870229
