Geneid,human_gene,ortholog_type,secreted,Reference,Function,Mean_TPM,Mean_TPM_Male,Mean_TPM_Fem,Mous-1B-PANC-Mal,Mous-2B-PANC-Mal,Mous-3B-PANC-Mal,Mous-4B-PANC-Fem,Mous-5B-PANC-Fem,Mous-6B-PANC-Fem,Mous-1A-PANC-Mal,Mous-2A-PANC-Mal,Mous-3A-PANC-Mal,Mous-4A-PANC-Fem,Mous-5A-PANC-Fem,Mous-6A-PANC-Fem
1600020E01Rik,NA,mouse-specific,No_annotation,NA,NA,3.767705350721025,1.69542231371838,5.83998838772367,1.03551566617192,1.95466287779314,2.70970561004007,1.60419506997463,1.69208067068586,3.42128091788719,0.936677707203161,1.57038822820984,1.96558379289215,1.92298224032319,7.36865030349375,19.0307411239774
1600023N17Rik,NA,mouse-specific,No_annotation,NA,NA,0.15508676803535917,0.12180703682870134,0.188366499242017,0.111934312486203,0.229662770838014,0.224162964095881,0,0,0.0825500391539531,0.16508217355211,0,0,0.126747087268689,0.368757411572549,0.552144457456911
1600025M17Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600027J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.01583620785894383,0,0.03167241571788767,0,0,0,0,0,0,0,0,0,0,0.190034494307326,0
1600029I14Rik,NA,mouse-specific,No_annotation,NA,NA,0.01782878082091745,0.0100631811146012,0.0255943805272337,0,0,0,0,0,0,0,0.0603790866876072,0,0,0.107554245041993,0.0460120381214092
1600029O15Rik,NA,mouse-specific,No_annotation,NA,NA,0.01106790802819984,0.01052975048316066,0.01160606557323901,0.0311856791006337,0.0319928237983303,0,0,0,0,0,0,0,0,0.0256845958309238,0.0439517976085103
1700001D01Rik,NA,mouse-specific,No_annotation,NA,NA,0.01370602768676733,0,0.02741205537353466,0,0,0,0,0,0,0,0,0,0,0.164472332241208,0
1700001F09Rik,NA,mouse-specific,No_annotation,NA,NA,0.00750366193599425,0,0.01500732387198851,0,0,0,0,0,0,0,0,0,0,0,0.0900439432319311
1700001G01Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,NA,mouse-specific,No_annotation,NA,NA,0.1273603401606387,0.06853444505252033,0.18618623526875708,0,0,0.195379392830651,0.0858748451560525,0,0,0.215827277484471,0,0,0,0,1.03124256645649
1700001G17Rik,NA,mouse-specific,No_annotation,NA,NA,0.23567524480742968,0.15664149470637,0.31470899490848936,0,0.292955660439042,0.169446020103973,0.29790553707679,0,0,0.436752837114244,0,0.0406944505809611,0.143713232808592,0.418118639893284,1.02851655967227
1700001J03Rik,NA,mouse-specific,No_annotation,NA,NA,0.0921090476223995,0.11181298346853638,0.07240511177626263,0.428034093270458,0.164667161185071,0,0,0.135664832173011,0.0631338690949809,0.0210423407866119,0.0296856207690209,0.0274486848000565,0.0848186122693349,0,0.150813357120249
1700001J04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700001J11Rik,NA,mouse-specific,No_annotation,NA,NA,0.00134232850273155,0,0.0026846570054631,0,0,0,0,0,0,0,0,0,0,0,0.0161079420327786
1700001K19Rik,NA,mouse-specific,No_annotation,NA,NA,0.05289264874425615,0.05584550978796225,0.04993978770055005,0.100535706326712,0.014733965949893,0.153398688261132,0.033711560903929,0.0809261139642583,0.063551761303858,0,0.0664046981900365,0,0,0,0.121449290031255
1700001K23Rik,NA,mouse-specific,No_annotation,NA,NA,0.05324897048574125,0,0.1064979409714825,0,0,0,0,0,0,0,0,0,0,0.476059773136692,0.162927872692203
1700001L05Rik,NA,mouse-specific,No_annotation,NA,NA,0.4915291446079571,0.2082401068378892,0.774818182378025,0.258439042321968,0.212102349079785,0.263483903824843,0.204043953670391,0.278004051669321,0.20099139967919,0.0785398446884601,0.225946327394704,0.210929173717575,0.154300801892317,3.28177510508943,0.529793782267501
1700001O22Rik,C9orf50,one-to-one,No_annotation,NA,NA,0.8289692117687298,0.7769230746148273,0.8810153489226323,0.675696044679199,0.939910974440594,0.978562805505039,0.672041266903334,0.951826469927161,1.11487799529724,0.596789148724315,0.413019428547627,1.05756004579219,0.622465597889589,0.81117647417786,1.11370428934061
1700003C15Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003D09Rik,NA,mouse-specific,No_annotation,NA,NA,0.2612732293009572,0.19043815828117655,0.33210830032073774,0.406154740770672,0.312500098548486,0.216900665043098,0.309835699423727,0.343280535260914,0.419347067149239,0.0798669694938934,0.0751152352744315,0.0520912405564787,0.0459903038037575,0.702470922261313,0.171725274025476
1700003E16Rik,C2orf81,one-to-one,No_annotation,NA,NA,2.825109271702221,2.5289651932155786,3.1212533501888635,2.3666735806839,3.34545837208038,2.71882338501462,2.30925836658299,2.71359076775762,3.55166509920911,2.92219605554096,1.75588274730165,2.06475701867196,3.13170412894323,4.30636704051064,2.71493469812959
1700003E24Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003F12Rik,C20orf144,one-to-one,No_annotation,NA,NA,0.1637989914826649,0.18502115771625735,0.14257682524907248,0.364437296466708,0.149547850778242,0.291933162543473,0.0855419969190135,0.102673700145868,0.0537535138676904,0.14332715843284,0.0673999107210499,0.0934815673552311,0.082532987058681,0.120060552605016,0.410898200898166
1700003G18Rik,NA,mouse-specific,No_annotation,NA,NA,0.02007281736684523,0.01516529394974363,0.02498034078394683,0.0909917636984618,0,0,0,0,0,0,0,0,0,0.149882044703681,0
1700003H04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003I22Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003L19Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700003M07Rik,NA,mouse-specific,No_annotation,NA,NA,0.01624248641968767,0,0.03248497283937535,0,0,0,0,0,0,0,0,0,0,0.160564782231157,0.0343450548050951
1700003P14Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006A11Rik,NA,mouse-specific,No_annotation,NA,NA,0.00179340102895403,0,0.00358680205790806,0,0,0,0,0,0,0,0,0,0,0.0215208123474484,0
1700006F04Rik,NA,mouse-specific,No_annotation,NA,NA,0.00789772584160827,0,0.01579545168321655,0,0,0,0,0,0.0947727100992993,0,0,0,0,0,0
1700006H20Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006H21Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700006J14Rik,NA,mouse-specific,No_annotation,NA,NA,0.02412521825627347,0.01220219655306336,0.03604823995948358,0,0.0732131793183802,0,0,0.075397954376567,0.0263157620073323,0,0,0,0.0202025717847625,0.0440829543246121,0.0502901972636276
1700007E05Rik,NA,mouse-specific,No_annotation,NA,NA,0.00786525529616434,0,0.01573051059232868,0,0,0,0,0,0,0,0,0,0,0.0943830635539721,0
1700007F19Rik,NA,mouse-specific,No_annotation,NA,NA,0.00293722179512685,0.00587444359025371,0,0,0.0352466615415223,0,0,0,0,0,0,0,0,0,0
1700007J10Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700007L15Rik,NA,mouse-specific,No_annotation,NA,NA,1.398503520675306,0.8454405830570113,1.9515664582936008,0.830741403512061,0.697289376520236,0.705798248398275,0.354535505302899,1.27661757289802,0.668356943511524,0.594030632540926,1.0824588071224,1.16232503024817,0.256548321218551,4.78940349006274,4.36393691676787
1700007P06Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008C04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.4633197437035392,0.20765921500094484,0.7189802724061335,0.150779937378619,0.273668877421285,0.294213890375844,0.35391594284503,0.343104095841064,0.325040779168691,0.262285163900227,0.160878487555796,0.104128933373898,0.131333330558016,1.62392758139062,1.53655990463338
1700008K24Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008O03Rik,C19orf81,one-to-one,No_annotation,NA,NA,0.04525311936233672,0.00702319380168731,0.08348304492298612,0,0.0110364260585773,0,0,0.0303087124000388,0,0.021154695008966,0.0099480417425806,0,0,0.318970941817902,0.151618615319976
1700008P02Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009C05Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.07555007142087608,0,0.15110014284175216,0,0,0,0,0,0,0,0,0,0,0.254176334016089,0.652424523034424
1700009N14Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010B08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010D01Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010G06Rik,NA,mouse-specific,No_annotation,NA,NA,0.03282498294544701,0.01186422407639875,0.05378574181449527,0.0196773259480455,0,0.0262709298696254,0,0.0277186759375311,0.0290235226603365,0,0,0.0252370886407216,0,0.113444031045339,0.152528221243765
1700010H22Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I02Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,C6orf118,one-to-one,No_annotation,NA,NA,0.25929848719699666,0.10408244392176964,0.4145145304722237,0.114200189257179,0.0292889768477629,0,0.13402733930226,0.0603259948731541,0.168442185156244,0.126317938466999,0.171603720059515,0.183083838899162,0.177805124447776,0.940555341257918,1.00593119779599
1700010J16Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010L04Rik,NA,mouse-specific,No_annotation,NA,NA,0.00580114484669427,0.00219172080392565,0.0094105688894629,0.0131503248235539,0,0,0,0,0.0193963728361736,0,0,0,0,0,0.0370670405006038
1700010N08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700011B04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700011C11Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700011L22Rik,C4orf51,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012A03Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700012B07Rik,NA,mouse-specific,No_annotation,NA,NA,0.0108476317771495,0,0.021695263554299,0,0,0,0,0,0,0,0,0,0,0,0.130171581325794
1700012B09Rik,C11orf97,one-to-one,No_annotation,NA,NA,0.49965766613849255,0.5275437787327022,0.4717715535442829,0.406349773059157,0.277911252106504,0.271256023779889,0.596124000137903,0.763211946342392,0.948978601366453,1.99763302449612,0.125252175025433,0.0868604239291103,0.0766873133054251,0.111556864005141,0.334070596108383
