Geneid,human_gene,ortholog_type,secreted,Reference,Function,Mean_TPM,Mean_TPM_Male,Mean_TPM_Fem,Mous-1B-SM-Mal-L,Mous-2B-SM-Mal-L,Mous-3B-SM-Mal-L,Mous-4B-SM-Fem-L,Mous-5B-SM-Fem-L,Mous-6B-SM-Fem-L,Mous-1A-SM-Mal-L,Mous-2A-SM-Mal-L,Mous-3A-SM-Mal-L,Mous-4A-SM-Fem-L,Mous-5A-SM-Fem-L,Mous-6A-SM-Fem-L
1700007L15Rik,NA,mouse-specific,No_annotation,NA,NA,2.2004250742743823,2.834046725434605,1.56680342311416,2.35129953738167,2.7135422399237,3.84801881584834,1.78721937996761,1.16292802590301,1.18664383060554,2.42445099464573,3.73522409714497,1.93174466766322,1.95061059919911,1.82305056464789,1.4903681383618
1700007P06Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008C04Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.988736567655764,0.9501650351714472,1.0273081001400806,1.07492090234034,1.01712446916855,1.11890007640432,1.023471066932,1.16477836547511,1.06831258541713,0.700000410945862,0.883546160569838,0.906498191599774,0.768126959768121,1.22361274877751,0.915546874470612
1700008K24Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700008O03Rik,C19orf81,one-to-one,No_annotation,NA,NA,0.05584905875276191,0.07192376043046908,0.03977435707505475,0.0155785638020338,0.104824421943296,0.0877031290751704,0.0172601181248084,0.0864299308874287,0.0699457856436788,0.0552575100839163,0.122316578577698,0.0458623591007,0,0.038472717230047,0.0265375905643656
1700008P02Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009C05Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700009J07Rik,NA,mouse-specific,No_annotation,NA,NA,0.07451579916075257,0.0566632393467804,0.09236835897472476,0.0893807314856296,0.0751776899166638,0,0.0495142557147128,0.165294878765017,0.167211752331989,0,0,0.175421014678389,0.0408771283622772,0.0551835145389405,0.076128624135412
1700009N14Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010B08Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010D01Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010G06Rik,NA,mouse-specific,No_annotation,NA,NA,0.03075012267387707,0.03521997706359903,0.02628026828415511,0.0284945896678987,0,0.0401042212129572,0,0,0,0.0252677348168867,0.0894911947068639,0.0279621219769877,0.0521265369000647,0.105555072804866,0
1700010H22Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I02Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,C6orf118,one-to-one,No_annotation,NA,NA,0.3572552296506345,0.5232053971658287,0.19130506213544032,0.434102672098982,0.521602291881306,0.290938264720517,0.0687085471506794,0.458743479325583,0.185625354208225,0.476596024473778,0.584296886898079,0.83169624292231,0.0756309621925534,0.306302017946912,0.0528200119886892
1700010J16Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010L04Rik,NA,mouse-specific,No_annotation,NA,NA,0.00981976565269011,0.0088984932400885,0.01074103806529173,0,0.0160168784577694,0,0,0,0,0,0,0.0373740809827616,0.017418039777679,0.0470281886140714,0
