Geneid,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Annotation,Tissue specificity,Subcellular location [CC],Gene Ontology (GO),Function [CC],Catalytic activity,DNA binding,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology IDs,.secreted_match_cols,secreted,Reference,Function
Scgb1b27,G3UXN8 | Q91WB5,unreviewed,G3UXN8_MOUSE | Q91WB5_MOUSE,"Secretoglobin, family 1B, member 27 | ABPA27 (Androgen binding protein alpha) (Androgen-binding protein) (Secretoglobin, family 1B, member 27)",Scgb1b27 Abpa | Scgb1b27 Abpa Abpa27,Mus musculus (Mouse),90 | 92,2,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,cytoplasm [GO:0005737]; extracellular region [GO:0005576]; steroid binding [GO:0005496],NA,NA,NA,steroid binding [GO:0005496],NA,cytoplasm [GO:0005737]; extracellular region [GO:0005576],GO:0005496; GO:0005576; GO:0005737,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb1b29,D2XZ31,unreviewed,D2XZ31_MOUSE,"ABPA7 (Androgen-binding protein) (Secretoglobin, family 1B, member 29) (Secretoglobin, family 1B, member 7)",Scgb1b29 Abpa29 Abpa29_a7 Abpa7 Scgb1b7,Mus musculus (Mouse),93,2,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209,androgen_binding
Scgb1b3,J3QJY4,unreviewed,J3QJY4_MOUSE,"ABPA3 (Secretoglobin, family 1B, member 3)",Scgb1b3 Abpa3,Mus musculus (Mouse),93,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb1b30,A2BH64,unreviewed,A2BH64_MOUSE,"Secretoglobin, family 1B, member 30",Scgb1b30,Mus musculus (Mouse),92,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb1b7,D2XZ31,unreviewed,D2XZ31_MOUSE,"ABPA7 (Androgen-binding protein) (Secretoglobin, family 1B, member 29) (Secretoglobin, family 1B, member 7)",Scgb1b29 Abpa29 Abpa29_a7 Abpa7 Scgb1b7,Mus musculus (Mouse),93,2,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb1c1,Q7M742 | G5E8B5,reviewed | unreviewed,SG1C1_MOUSE | G5E8B5_MOUSE,"Secretoglobin family 1C member 1 (Secretoglobin RYD5) | Secretoglobin, family 1C, member 1",Scgb1c1 Ryd5 | Scgb1c1,Mus musculus (Mouse),95,2.0 | 1.0,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000250}. | SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2a2,J3KMP9,unreviewed,J3KMP9_MOUSE,"Secretoglobin, family 2A, member 2",Scgb2a2,Mus musculus (Mouse),96,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b11,A0A087WR49,unreviewed,A0A087WR49_MOUSE,"ABPBG11 (Secretoglobin, family 2B, member 11)",Scgb2b11 Abpbg11,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b12,S4R2L0,unreviewed,S4R2L0_MOUSE,"ABPBG12 (Secretoglobin, family 2B, member 12)",Scgb2b12 Abpbg12,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b13-ps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b18,A0A087WPA9,unreviewed,A0A087WPA9_MOUSE,"ABPBG18 (Secretoglobin, family 2B, member 18)",Scgb2b18 Abpbg18,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b19,J3QM75,unreviewed,J3QM75_MOUSE,"ABPBG19 (Secretoglobin, family 2B, member 19)",Scgb2b19 Abpbg19,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b2,Q6UGQ3 | G5E8B4,reviewed | unreviewed,SG2B2_MOUSE | G5E8B4_MOUSE,"Secretoglobin family 2B member 2 (Androgen-binding protein epsilon) (Lacrimal androgen-binding protein epsilon) | Secretoglobin, family 2B, member 2",Scgb2b2 Abpe,Mus musculus (Mouse),114,2.0 | 1.0,TISSUE SPECIFICITY: Expressed in lacrimal gland. {ECO:0000269|PubMed:15623751}.,SUBCELLULAR LOCATION: Secreted {ECO:0000305}. | SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b20,Q9JI02 | J3QK77,reviewed | unreviewed,S2B20_MOUSE | J3QK77_MOUSE,"Secretoglobin family 2B member 20 (Allergen dI chain C2C) (Androgen-binding protein delta) (Lacrimal androgen-binding protein delta) | ABPBG20 (Secretoglobin, family 2B, member 20)",Scgb2b20 Abpd | Scgb2b20 Abpbg20,Mus musculus (Mouse),112,2.0 | 1.0,"TISSUE SPECIFICITY: Expressed in lacrimal gland, at higher level in males than females. Expressed in the submandibular gland. {ECO:0000269|PubMed:15623751}.",SUBCELLULAR LOCATION: Secreted {ECO:0000305}. | SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b21,A0A087WQA9,unreviewed,A0A087WQA9_MOUSE,"ABPBG21 (Secretoglobin, family 2B, member 21)",Scgb2b21 Abpbg21,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b23-ps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b24,Q7M747,reviewed,S2B24_MOUSE,Secretoglobin family 2B member 24 (Allergen dI chain C2B) (Androgen-binding protein zeta) (Lacrimal androgen-binding protein zeta),Scgb2b24 Abpz,Mus musculus (Mouse),112,2,"TISSUE SPECIFICITY: Expressed in lacrimal gland, at higher level in males than females. {ECO:0000269|PubMed:15623751}.",SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b26,Q8JZX1,unreviewed,Q8JZX1_MOUSE,"ABPBG26 (Androgen binding protein gamma) (Salivary androgen-binding protein gamma subunit) (Secretoglobin, family 2B, member 26)",Scgb2b26 Abpbg26 Abpg C2d,Mus musculus (Mouse),112,2,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576]; extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular region [GO:0005576]; extracellular space [GO:0005615],GO:0005576; GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b27,Q8R1E9 | A0A087WRN7,unreviewed,Q8R1E9_MOUSE | A0A087WRN7_MOUSE,"ABPBG27 (Allergen dI chain C2A) (Androgen binding protein beta) (Androgen-binding protein) (Secretoglobin, family 2B, member 27) | Secretoglobin, family 2B, member 27",Scgb2b27 Abpb Abpbg27 C2a | Scgb2b27,Mus musculus (Mouse),112 | 82,2.0 | 1.0,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular region [GO:0005576]; extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular region [GO:0005576]; extracellular space [GO:0005615],GO:0005576; GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b3,D2XZ38,unreviewed,D2XZ38_MOUSE,"Androgen-binding protein (Secretoglobin, family 2B, member 3)",Scgb2b3 Abpbg3 Gm4362,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b4-ps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb2b7,D3YYY1,unreviewed,D3YYY1_MOUSE,"ABPBG7 (Secretoglobin, family 2B, member 7)",Scgb2b7 Abpbg7,Mus musculus (Mouse),112,1,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,extracellular space [GO:0005615],NA,NA,NA,NA,NA,extracellular space [GO:0005615],GO:0005615,Subcellular location [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb3a1,Q920D7,reviewed,SG3A1_MOUSE,Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2) (PnSP-2) (Uteroglobin-related protein 2),Scgb3a1 Hin1 Pnsp2 Ugrp2,Mus musculus (Mouse),104,3,"TISSUE SPECIFICITY: Highly expressed in lung, where it localizes to epithelial cells lining the trachea and bronchi (PubMed:12175512, PubMed:12406855). Expression in lung is mainly restricted to bronchi, submucosal glands of the trachea, and tracheal epithelium, with little expression in terminal bronchioles (PubMed:12406855). Expressed in uterus where it localizes to epithelial cells of the uterine glands (PubMed:12175512). Also detected in heart, stomach and small intestine (PubMed:12175512). {ECO:0000269|PubMed:12175512, ECO:0000269|PubMed:12406855}.",SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q96QR1}.,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; positive regulation of myoblast fusion [GO:1901741],FUNCTION: Secreted cytokine-like protein. Inhibits cell growth in vitro. {ECO:0000250|UniProtKB:Q96QR1}.,NA,NA,cytokine activity [GO:0005125],positive regulation of myoblast fusion [GO:1901741],extracellular space [GO:0005615],GO:0005125; GO:0005615; GO:1901741,Subcellular location [CC] | Function [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
Scgb3a2,Q920H1,reviewed,SG3A2_MOUSE,Secretoglobin family 3A member 2 (Pneumo secretory protein 1) (PnSP-1) (Uteroglobin-related protein 1),Scgb3a2 Pnsp1 Ugrp1,Mus musculus (Mouse),91,5,"TISSUE SPECIFICITY: Highly expressed in lung where it localizes to epithelial cells of the trachea, bronchus and bronchioles (at protein level) (PubMed:11682631, PubMed:12175512, PubMed:12406855, PubMed:25242865). Expressed in club cells of the bronchioles (PubMed:12406855). Also detected in the anterior and posterior lobes of the pituitary gland where it may localize to gonadotropic cells (at protein level) (PubMed:24514953). Not detected in other tissues tested (PubMed:11682631, PubMed:12175512). {ECO:0000269|PubMed:11682631, ECO:0000269|PubMed:12175512, ECO:0000269|PubMed:12406855, ECO:0000269|PubMed:24514953, ECO:0000269|PubMed:25242865}.",SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11682631}.,extracellular region [GO:0005576]; extracellular space [GO:0005615],"FUNCTION: Secreted cytokine-like protein (By similarity). Binds to the scavenger receptor MARCO (By similarity). Can also bind to pathogens including the Gram-positive bacterium L.monocytogenes, the Gram-negative bacterium P.aeruginosa, and yeast (By similarity). Strongly inhibits phospholipase A2 (PLA2G1B) activity (PubMed:24213919). Seems to have anti-inflammatory effects in respiratory epithelium (PubMed:16456148, PubMed:25242865). Also has anti-fibrotic activity in lung (PubMed:24213919, PubMed:26559674). May play a role in fetal lung development and maturation (PubMed:18535256). Promotes branching morphogenesis during early stages of lung development (PubMed:18535256). In the pituitary, may inhibit production of follicle-stimulating hormone (FSH) and luteinizing hormone (LH) (PubMed:24514953). {ECO:0000250|UniProtKB:Q96PL1, ECO:0000269|PubMed:16456148, ECO:0000269|PubMed:18535256, ECO:0000269|PubMed:24213919, ECO:0000269|PubMed:24514953, ECO:0000269|PubMed:25242865, ECO:0000269|PubMed:26559674}.",NA,NA,NA,NA,extracellular region [GO:0005576]; extracellular space [GO:0005615],GO:0005576; GO:0005615,Subcellular location [CC] | Function [CC],yes,https://doi.org/10.1093/oxfordjournals.molbev.a026209 / https://doi.org/10.1093/oxfordjournals.molbev.a004102,androgen_binding
