"ensembl_gene_id","external_gene_name","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_orthology_confidence","hsapiens_homolog_perc_id","hsapiens_homolog_perc_id_r1"
"ENSMUSG00000094741","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,43.2432,36.4389
"ENSMUSG00000094741","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000094741","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,41.2776,35.0731
"ENSMUSG00000094741","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,41.0319,35.1579
"ENSMUSG00000094741","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,42.0147,35.9244
"ENSMUSG00000094741","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,41.5233,35.2818
"ENSMUSG00000094741","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,39.0663,33.5443
"ENSMUSG00000094741","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,37.8378,32.4895
"ENSMUSG00000094741","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,38.5749,33.1224
"ENSMUSG00000094741","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,40.7862,34.728
"ENSMUSG00000094741","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000094741","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000094741","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000094741","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,42.0147,35.9244
"ENSMUSG00000094741","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,41.0319,34.9372
"ENSMUSG00000094741","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000094741","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000094741","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,42.9975,36.9198
"ENSMUSG00000094741","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,41.769,35.5649
"ENSMUSG00000094741","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000094741","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,42.7518,36.7089
"ENSMUSG00000095666","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000095666","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,42.6195,42.4431
"ENSMUSG00000095666","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,36.7983,37.3418
"ENSMUSG00000095666","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,37.422,37.5783
"ENSMUSG00000095666","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,39.9168,40.4211
"ENSMUSG00000095666","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,39.9168,40.3361
"ENSMUSG00000095666","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,37.6299,37.7871
"ENSMUSG00000095666","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,37.0062,37.5527
"ENSMUSG00000095666","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,36.1746,36.7089
"ENSMUSG00000095666","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,36.3825,36.9198
"ENSMUSG00000095666","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,38.4615,38.7029
"ENSMUSG00000095666","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,39.501,39.749
"ENSMUSG00000095666","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000095666","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000095666","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,39.9168,40.3361
"ENSMUSG00000095666","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,39.0852,39.3305
"ENSMUSG00000095666","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,39.501,39.749
"ENSMUSG00000095666","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000095666","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,41.7879,42.4051
"ENSMUSG00000095666","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000095666","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000095666","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,41.7879,42.4051
"ENSMUSG00000094303","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,35.7143,30.5907
"ENSMUSG00000094303","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,39.9015,33.5404
"ENSMUSG00000094303","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,35.9606,30.8017
"ENSMUSG00000094303","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,37.1921,31.524
"ENSMUSG00000094303","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,38.4236,32.8421
"ENSMUSG00000094303","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,40.1478,34.2437
"ENSMUSG00000094303","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,37.6847,31.9415
"ENSMUSG00000094303","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,36.6995,31.4346
"ENSMUSG00000094303","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,35.468,30.3797
"ENSMUSG00000094303","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,36.2069,31.0127
"ENSMUSG00000094303","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,39.1626,33.2636
"ENSMUSG00000094303","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,40.1478,34.1004
"ENSMUSG00000094303","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,39.9015,33.8912
"ENSMUSG00000094303","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,36.4532,31.2236
"ENSMUSG00000094303","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,40.3941,34.4538
"ENSMUSG00000094303","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,39.4089,33.4728
"ENSMUSG00000094303","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,40.1478,34.1004
"ENSMUSG00000094303","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,36.2069,31.0127
"ENSMUSG00000094303","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,39.1626,33.5443
"ENSMUSG00000094303","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,40.1478,34.1004
"ENSMUSG00000094303","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,39.9015,33.8912
"ENSMUSG00000094303","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,38.9163,33.3333
"ENSMUSG00000094915","","ENSG00000067066","SP100","ortholog_one2many",0,51.6393,7.11864
"ENSMUSG00000095041","","ENSG00000241878","PISD","ortholog_one2many",0,52.7397,18.8264
"ENSMUSG00000095250","","ENSG00000135899","SP110","ortholog_one2many",0,61.157,10.3787
"ENSMUSG00000094836","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,33.9833,25.7384
"ENSMUSG00000094836","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,38.1616,28.3644
"ENSMUSG00000094836","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,35.6546,27.0042
"ENSMUSG00000094836","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,35.9331,26.9311
"ENSMUSG00000094836","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,38.9972,29.4737
"ENSMUSG00000094836","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,40.1114,30.2521
"ENSMUSG00000094836","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,35.9331,26.9311
"ENSMUSG00000094836","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,33.9833,25.7384
"ENSMUSG00000094836","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,34.8189,26.3713
"ENSMUSG00000094836","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,33.4262,25.3165
"ENSMUSG00000094836","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,39.2758,29.4979
"ENSMUSG00000094836","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,39.8329,29.9163
"ENSMUSG00000094836","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,39.8329,29.9163
"ENSMUSG00000094836","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,35.6546,27.0042
"ENSMUSG00000094836","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,40.1114,30.2521
"ENSMUSG00000094836","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,39.5543,29.7071
"ENSMUSG00000094836","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,39.8329,29.9163
"ENSMUSG00000094836","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,35.6546,27.0042
"ENSMUSG00000094836","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,37.0474,28.0591
"ENSMUSG00000094836","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,40.39,30.3347
"ENSMUSG00000094836","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,39.8329,29.9163
"ENSMUSG00000094836","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,36.7688,27.8481
"ENSMUSG00000079808","","ENSG00000135899","SP110","ortholog_one2many",0,50.4484,31.5568
"ENSMUSG00000074720","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,28.3951,9.70464
"ENSMUSG00000074720","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,37.6543,12.6294
"ENSMUSG00000074720","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,32.716,11.1814
"ENSMUSG00000074720","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,33.3333,11.2735
"ENSMUSG00000074720","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,35.8025,12.2105
"ENSMUSG00000074720","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,37.037,12.605
"ENSMUSG00000074720","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,32.0988,10.856
"ENSMUSG00000074720","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,31.4815,10.7595
"ENSMUSG00000074720","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,33.3333,11.3924
"ENSMUSG00000074720","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,31.4815,10.7595
"ENSMUSG00000074720","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,36.4198,12.3431
"ENSMUSG00000074720","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,37.037,12.5523
"ENSMUSG00000074720","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,37.037,12.5523
"ENSMUSG00000074720","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,33.9506,11.6034
"ENSMUSG00000074720","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,37.037,12.605
"ENSMUSG00000074720","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,36.4198,12.3431
"ENSMUSG00000074720","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,37.037,12.5523
"ENSMUSG00000074720","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,33.9506,11.6034
"ENSMUSG00000074720","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,38.2716,13.0802
"ENSMUSG00000074720","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,36.4198,12.3431
"ENSMUSG00000074720","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,37.037,12.5523
"ENSMUSG00000074720","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,37.6543,12.8692
"ENSMUSG00000096236","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,39.312,33.7553
"ENSMUSG00000096236","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,43.2432,36.4389
"ENSMUSG00000096236","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000096236","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,41.0319,34.8643
"ENSMUSG00000096236","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,41.0319,35.1579
"ENSMUSG00000096236","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,42.0147,35.9244
"ENSMUSG00000096236","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,41.2776,35.0731
"ENSMUSG00000096236","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,39.312,33.7553
"ENSMUSG00000096236","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,37.8378,32.4895
"ENSMUSG00000096236","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,38.8206,33.3333
"ENSMUSG00000096236","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,40.7862,34.728
"ENSMUSG00000096236","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000096236","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000096236","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000096236","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,42.0147,35.9244
"ENSMUSG00000096236","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,41.0319,34.9372
"ENSMUSG00000096236","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000096236","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,38.3292,32.9114
"ENSMUSG00000096236","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,42.9975,36.9198
"ENSMUSG00000096236","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,41.769,35.5649
"ENSMUSG00000096236","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,41.5233,35.3556
"ENSMUSG00000096236","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,42.7518,36.7089
"ENSMUSG00000095092","","ENSG00000135899","SP110","ortholog_one2many",0,61.157,10.3787
"ENSMUSG00000094383","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,36.3083,37.7637
"ENSMUSG00000094383","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,40.1623,40.9938
"ENSMUSG00000094383","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,35.497,36.9198
"ENSMUSG00000094383","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,36.3083,37.3695
"ENSMUSG00000094383","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,39.1481,40.6316
"ENSMUSG00000094383","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,39.5538,40.9664
"ENSMUSG00000094383","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,36.9168,37.9958
"ENSMUSG00000094383","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,36.714,38.1857
"ENSMUSG00000094383","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,34.8884,36.2869
"ENSMUSG00000094383","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,36.5112,37.9747
"ENSMUSG00000094383","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,38.3367,39.5397
"ENSMUSG00000094383","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,39.1481,40.3766
"ENSMUSG00000094383","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,39.1481,40.3766
"ENSMUSG00000094383","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,35.6998,37.1308
"ENSMUSG00000094383","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,39.5538,40.9664
"ENSMUSG00000094383","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,38.9452,40.1674
"ENSMUSG00000094383","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,39.1481,40.3766
"ENSMUSG00000094383","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,35.9026,37.3418
"ENSMUSG00000094383","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,39.9594,41.5612
"ENSMUSG00000094383","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,39.5538,40.795
"ENSMUSG00000094383","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,39.1481,40.3766
"ENSMUSG00000094383","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,39.7566,41.3502
"ENSMUSG00000094874","","ENSG00000135899","SP110","ortholog_one2many",0,61.157,10.3787
"ENSMUSG00000096680","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,36.4583,36.9198
"ENSMUSG00000096680","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,40.4167,40.1656
"ENSMUSG00000096680","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,35.625,36.076
"ENSMUSG00000096680","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,36.0417,36.1169
"ENSMUSG00000096680","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,38.5417,38.9474
"ENSMUSG00000096680","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,39.375,39.7059
"ENSMUSG00000096680","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,36.6667,36.7432
"ENSMUSG00000096680","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,37.0833,37.5527
"ENSMUSG00000096680","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,35.4167,35.865
"ENSMUSG00000096680","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,36.875,37.3418
"ENSMUSG00000096680","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,37.7083,37.8661
"ENSMUSG00000096680","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,38.75,38.9121
"ENSMUSG00000096680","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,38.5417,38.7029
"ENSMUSG00000096680","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,36.0417,36.4979
"ENSMUSG00000096680","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,39.5833,39.916
"ENSMUSG00000096680","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,38.3333,38.4937
"ENSMUSG00000096680","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,38.75,38.9121
"ENSMUSG00000096680","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,35.8333,36.2869
"ENSMUSG00000096680","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,39.7917,40.2954
"ENSMUSG00000096680","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,38.9583,39.1213
"ENSMUSG00000096680","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,38.5417,38.7029
"ENSMUSG00000096680","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,39.5833,40.0844
"ENSMUSG00000094337","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,38.0457,38.6076
"ENSMUSG00000094337","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,43.4511,43.2712
"ENSMUSG00000094337","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,37.2141,37.7637
"ENSMUSG00000094337","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,38.2536,38.4134
"ENSMUSG00000094337","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,40.5405,41.0526
"ENSMUSG00000094337","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,41.58,42.0168
"ENSMUSG00000094337","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,39.0852,39.2484
"ENSMUSG00000094337","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,38.4615,39.0295
"ENSMUSG00000094337","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,37.0062,37.5527
"ENSMUSG00000094337","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,37.8378,38.3966
"ENSMUSG00000094337","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,39.9168,40.1674
"ENSMUSG00000094337","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,40.7484,41.0042
"ENSMUSG00000094337","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,41.1642,41.4226
"ENSMUSG00000094337","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,37.422,37.9747
"ENSMUSG00000094337","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,41.58,42.0168
"ENSMUSG00000094337","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,40.5405,40.795
"ENSMUSG00000094337","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,40.7484,41.0042
"ENSMUSG00000094337","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,37.422,37.9747
"ENSMUSG00000094337","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,42.2037,42.827
"ENSMUSG00000094337","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,41.1642,41.4226
"ENSMUSG00000094337","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,41.1642,41.4226
"ENSMUSG00000094337","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,42.2037,42.827
"ENSMUSG00000096756","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,36.7983,37.3418
"ENSMUSG00000096756","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,42.6195,42.4431
"ENSMUSG00000096756","","ENSG00000116721","PRAMEF1","ortholog_many2many",0,36.7983,37.3418
"ENSMUSG00000096756","","ENSG00000204480","PRAMEF19","ortholog_many2many",0,37.422,37.5783
"ENSMUSG00000096756","","ENSG00000204478","PRAMEF20","ortholog_many2many",0,39.9168,40.4211
"ENSMUSG00000096756","","ENSG00000232423","PRAMEF6","ortholog_many2many",0,39.9168,40.3361
"ENSMUSG00000096756","","ENSG00000279804","PRAMEF18","ortholog_many2many",0,37.6299,37.7871
"ENSMUSG00000096756","","ENSG00000187545","PRAMEF10","ortholog_many2many",0,37.2141,37.7637
"ENSMUSG00000096756","","ENSG00000120952","PRAMEF2","ortholog_many2many",0,36.1746,36.7089
"ENSMUSG00000096756","","ENSG00000237700","PRAMEF33","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000096756","","ENSG00000239810","PRAMEF11","ortholog_many2many",0,38.4615,38.7029
"ENSMUSG00000096756","","ENSG00000280267","PRAMEF26","ortholog_many2many",0,39.501,39.749
"ENSMUSG00000096756","","ENSG00000204505","PRAMEF9","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000096756","","ENSG00000279169","PRAMEF13","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000096756","","ENSG00000270601","PRAMEF5","ortholog_many2many",0,39.9168,40.3361
"ENSMUSG00000096756","","ENSG00000243073","PRAMEF4","ortholog_many2many",0,39.0852,39.3305
"ENSMUSG00000096756","","ENSG00000229571","PRAMEF25","ortholog_many2many",0,39.501,39.749
"ENSMUSG00000096756","","ENSG00000204481","PRAMEF14","ortholog_many2many",0,36.5904,37.1308
"ENSMUSG00000096756","","ENSG00000182330","PRAMEF8","ortholog_many2many",0,41.7879,42.4051
"ENSMUSG00000096756","","ENSG00000204501","PRAMEF15","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000096756","","ENSG00000274764","PRAMEF27","ortholog_many2many",0,39.7089,39.9582
"ENSMUSG00000096756","","ENSG00000204510","PRAMEF7","ortholog_many2many",0,41.7879,42.4051
"ENSMUSG00000095672","","ENSG00000135899","SP110","ortholog_one2many",0,61.9835,10.5189
"ENSMUSG00000095505","","ENSG00000204479","PRAMEF17","ortholog_many2many",0,41.3669,24.2616
"ENSMUSG00000095505","","ENSG00000116726","PRAMEF12","ortholog_many2many",0,43.8849,25.2588
